#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
d_aarheuvel;Aarheuvel;Aarheuvel;Aarheuvel;;Aarheuvel;;;;;;;;;x
d_aarheuvel_adj;Aarheuvelian;;aarheuveler;;;;;;;;;;;x
d_abhordan;Abhordan;Abhordan;Abhordan;;Abhordan;;;;;;;;;x
d_abhordan_adj;Abhordanian;;abhordaner;;;;;;;;;;;x
d_adarea;Adarea;Adarea;Adarea;;Adarea;;;;;;;;;x
d_adarea_adj;Adarean;;adarer;;;;;;;;;;;x
d_adyekohn;Adyekohn;Adyekohn;Adyekohn;;Adyekohn;;;;;;;;;x
d_adyekohn_adj;Adyekohnian;;adyekohner;;;;;;;;;;;x
d_aglitis;Aglitis;Aglitis;Aglitis;;Aglitis;;;;;;;;;x
d_aglitis_adj;Aglitisian;;aglitiser;;;;;;;;;;;x
d_ahlenda;Ahlenda;Ahlenda;Ahlenda;;Ahlenda;;;;;;;;;x
d_ahlenda_adj;Ahlendan;;ahlender;;;;;;;;;;;x
d_allbeuren;Allbeuren;Allbeuren;Allbeuren;;Allbeuren;;;;;;;;;x
d_allbeuren_adj;Allbeurenian;;allbeurener;;;;;;;;;;;x
d_allenlein;Allenlein;Allenlein;Allenlein;;Allenlein;;;;;;;;;x
d_allenlein_adj;Allenleinian;;allenleiner;;;;;;;;;;;x
d_amazal;Amazal;Amazal;Amazal;;Amazal;;;;;;;;;x
d_amazal_adj;Amazalian;;amazaler;;;;;;;;;;;x
d_amrisnier;Amrisnier;Amrisnier;Amrisnier;;Amrisnier;;;;;;;;;x
d_amrisnier_adj;Amrisnierian;;amrisnierer;;;;;;;;;;;x
d_amstermere;Amstermere;Amstermere;Amstermere;;Amstermere;;;;;;;;;x
d_amstermere_adj;Amstermerean;;amstermerer;;;;;;;;;;;x
d_anskreis;Anskreis;Anskreis;Anskreis;;Anskreis;;;;;;;;;x
d_anskreis_adj;Anskreisian;;anskreiser;;;;;;;;;;;x
d_antivin;Antivin;Antivin;Antivin;;Antivin;;;;;;;;;x
d_antivin_adj;Antivinian;;antiviner;;;;;;;;;;;x
d_arkroom;Arkroom;Arkroom;Arkroom;;Arkroom;;;;;;;;;x
d_arkroom_adj;Arkroomian;;arkroomer;;;;;;;;;;;x
d_arnekerk;Arnekerk;Arnekerk;Arnekerk;;Arnekerk;;;;;;;;;x
d_arnekerk_adj;Arnekerkian;;arnekerker;;;;;;;;;;;x
d_arnlo;Arnlo;Arnlo;Arnlo;;Arnlo;;;;;;;;;x
d_arnlo_adj;Arnlian;;arnler;;;;;;;;;;;x
d_auberbagne;Auberbagne;Auberbagne;Auberbagne;;Auberbagne;;;;;;;;;x
d_auberbagne_adj;Auberbagnean;;auberbagner;;;;;;;;;;;x
d_aurilly;Aurilly;Aurilly;Aurilly;;Aurilly;;;;;;;;;x
d_aurilly_adj;Aurillian;;auriller;;;;;;;;;;;x
d_ayiomar;Ayiomar;Ayiomar;Ayiomar;;Ayiomar;;;;;;;;;x
d_ayiomar_adj;Ayiomarian;;ayiomarer;;;;;;;;;;;x
d_babagne;Babagne;Babagne;Babagne;;Babagne;;;;;;;;;x
d_babagne_adj;Babagnean;;babagner;;;;;;;;;;;x
