#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
c_agoukh;Agoukh;agoukh;agoukh;;agoukh;;;;;;;;;x
c_agoukh_adj;Agoukhian;;agoukher;;;;;;;;;;;x
c_arinim;Arinim;arinim;arinim;;arinim;;;;;;;;;x
c_arinim_adj;Arinimian;;arinimer;;;;;;;;;;;x
c_begaleid;Begaleid;begaleid;begaleid;;begaleid;;;;;;;;;x
c_begaleid_adj;Begaleidian;;begaleider;;;;;;;;;;;x
c_bimar;Bimar;bimar;bimar;;bimar;;;;;;;;;x
c_bimar_adj;Bimarian;;bimarer;;;;;;;;;;;x
c_dalamc;Dalamc;dalamc;dalamc;;dalamc;;;;;;;;;x
c_dalamc_adj;Dalamcian;;dalamcer;;;;;;;;;;;x
c_dinahus;Dinahus;dinahus;dinahus;;dinahus;;;;;;;;;x
c_dinahus_adj;Dinahusian;;dinahuser;;;;;;;;;;;x
c_dinoukh;Dinoukh;dinoukh;dinoukh;;dinoukh;;;;;;;;;x
c_dinoukh_adj;Dinoukhian;;dinoukher;;;;;;;;;;;x
c_ejosase;Ejosase;ejosase;ejosase;;ejosase;;;;;;;;;x
c_ejosase_adj;Ejosasean;;ejosaser;;;;;;;;;;;x
c_ekegelg;Ekegelg;ekegelg;ekegelg;;ekegelg;;;;;;;;;x
c_ekegelg_adj;Ekegelgian;;ekegelger;;;;;;;;;;;x
c_ekenugor;Ekenugor;ekenugor;ekenugor;;ekenugor;;;;;;;;;x
c_ekenugor_adj;Ekenugorian;;ekenugorer;;;;;;;;;;;x
c_emalan;Emalan;emalan;emalan;;emalan;;;;;;;;;x
c_emalan_adj;Emalanian;;emalaner;;;;;;;;;;;x
c_ezyros;Ezyros;ezyros;ezyros;;ezyros;;;;;;;;;x
c_ezyros_adj;Ezyrosian;;ezyroser;;;;;;;;;;;x
c_kecin;Kecin;kecin;kecin;;kecin;;;;;;;;;x
c_kecin_adj;Kecinian;;keciner;;;;;;;;;;;x
c_kepetam;Kepetam;kepetam;kepetam;;kepetam;;;;;;;;;x
c_kepetam_adj;Kepetamian;;kepetamer;;;;;;;;;;;x
c_kineid;Kineid;kineid;kineid;;kineid;;;;;;;;;x
c_kineid_adj;Kineidian;;kineider;;;;;;;;;;;x
c_kinine;Kinine;kinine;kinine;;kinine;;;;;;;;;x
c_kinine_adj;Kininean;;kininer;;;;;;;;;;;x
c_kuzawtus;Kuzawtus;kuzawtus;kuzawtus;;kuzawtus;;;;;;;;;x
c_kuzawtus_adj;Kuzawtusian;;kuzawtuser;;;;;;;;;;;x
c_kyiliho;Kyiliho;kyiliho;kyiliho;;kyiliho;;;;;;;;;x
c_kyiliho_adj;Kyilihian;;kyiliher;;;;;;;;;;;x
c_lecase;Lecase;lecase;lecase;;lecase;;;;;;;;;x
c_lecase_adj;Lecasean;;lecaser;;;;;;;;;;;x
c_lenane;Lenane;lenane;lenane;;lenane;;;;;;;;;x
c_lenane_adj;Lenanean;;lenaner;;;;;;;;;;;x
c_lesine;Lesine;lesine;lesine;;lesine;;;;;;;;;x
c_lesine_adj;Lesinean;;lesiner;;;;;;;;;;;x
c_ligrica;Ligrica;ligrica;ligrica;;ligrica;;;;;;;;;x
c_ligrica_adj;Ligrican;;ligricer;;;;;;;;;;;x
c_nalelg;Nalelg;nalelg;nalelg;;nalelg;;;;;;;;;x
c_nalelg_adj;Nalelgian;;nalelger;;;;;;;;;;;x
c_necamc;Necamc;necamc;necamc;;necamc;;;;;;;;;x
c_necamc_adj;Necamcian;;necamcer;;;;;;;;;;;x
c_nilili;Nilili;nilili;nilili;;nilili;;;;;;;;;x
c_nilili_adj;Nililian;;nililer;;;;;;;;;;;x
c_qepaura;Qepaura;qepaura;qepaura;;qepaura;;;;;;;;;x
c_qepaura_adj;Qepauran;;qepaurer;;;;;;;;;;;x
c_raijar;Raijar;raijar;raijar;;raijar;;;;;;;;;x
c_raijar_adj;Raijarian;;raijarer;;;;;;;;;;;x
c_ramar;Ramar;ramar;ramar;;ramar;;;;;;;;;x
c_ramar_adj;Ramarian;;ramarer;;;;;;;;;;;x
c_recane;Recane;recane;recane;;recane;;;;;;;;;x
c_recane_adj;Recanean;;recaner;;;;;;;;;;;x
c_rergia;Rergia;rergia;rergia;;rergia;;;;;;;;;x
c_rergia_adj;Rergian;;rerger;;;;;;;;;;;x
c_reseya;Reseya;reseya;reseya;;reseya;;;;;;;;;x
c_reseya_adj;Reseyan;;reseer;;;;;;;;;;;x
c_rubine;Rubine;rubine;rubine;;rubine;;;;;;;;;x
c_rubine_adj;Rubinean;;rubiner;;;;;;;;;;;x
c_rugili;Rugili;rugili;rugili;;rugili;;;;;;;;;x
c_rugili_adj;Rugilian;;rugiler;;;;;;;;;;;x
c_sililen;Sililen;sililen;sililen;;sililen;;;;;;;;;x
c_sililen_adj;Sililenian;;sililener;;;;;;;;;;;x
c_sotos;Sotos;sotos;sotos;;sotos;;;;;;;;;x
c_sotos_adj;Sotosian;;sotoser;;;;;;;;;;;x
c_suzyros;Suzyros;suzyros;suzyros;;suzyros;;;;;;;;;x
c_suzyros_adj;Suzyrosian;;suzyroser;;;;;;;;;;;x
c_taraslan;Taraslan;taraslan;taraslan;;taraslan;;;;;;;;;x
c_taraslan_adj;Taraslanian;;taraslaner;;;;;;;;;;;x
c_tauhdun;Tauhdun;tauhdun;tauhdun;;tauhdun;;;;;;;;;x
c_tauhdun_adj;Tauhdunian;;tauhduner;;;;;;;;;;;x
c_teselg;Teselg;teselg;teselg;;teselg;;;;;;;;;x
c_teselg_adj;Teselgian;;teselger;;;;;;;;;;;x
c_tesilk;Tesilk;tesilk;tesilk;;tesilk;;;;;;;;;x
c_tesilk_adj;Tesilkian;;tesilker;;;;;;;;;;;x
c_tetatti;Tetatti;tetatti;tetatti;;tetatti;;;;;;;;;x
c_tetatti_adj;Tetattian;;tetatter;;;;;;;;;;;x
c_tonili;Tonili;tonili;tonili;;tonili;;;;;;;;;x
c_tonili_adj;Tonilian;;toniler;;;;;;;;;;;x
c_tubeid;Tubeid;tubeid;tubeid;;tubeid;;;;;;;;;x
c_tubeid_adj;Tubeidian;;tubeider;;;;;;;;;;;x
c_tuhunas;Tuhunas;tuhunas;tuhunas;;tuhunas;;;;;;;;;x
c_tuhunas_adj;Tuhunasian;;tuhunaser;;;;;;;;;;;x
c_wepevag;Wepevag;wepevag;wepevag;;wepevag;;;;;;;;;x
c_wepevag_adj;Wepevagian;;wepevager;;;;;;;;;;;x
