#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
c_aniceda;Aniceda;Aniceda;Aniceda;;Aniceda;;;;;;;;;x
c_aniceda_adj;Anicedan;;aniceder;;;;;;;;;;;x
c_bala;Bala;Bala;Bala;;Bala;;;;;;;;;x
c_bala_adj;Balan;;baler;;;;;;;;;;;x
c_bapala;Bapala;Bapala;Bapala;;Bapala;;;;;;;;;x
c_bapala_adj;Bapalan;;bapaler;;;;;;;;;;;x
c_barilen;Barilen;Barilen;Barilen;;Barilen;;;;;;;;;x
c_barilen_adj;Barilenian;;barilener;;;;;;;;;;;x
c_bucadi;Bucadi;Bucadi;Bucadi;;Bucadi;;;;;;;;;x
c_bucadi_adj;Bucadian;;bucader;;;;;;;;;;;x
c_daurala;Daurala;Daurala;Daurala;;Daurala;;;;;;;;;x
c_daurala_adj;Dauralan;;dauraler;;;;;;;;;;;x
c_daurebia;Daurebia;Daurebia;Daurebia;;Daurebia;;;;;;;;;x
c_daurebia_adj;Daurebian;;daureber;;;;;;;;;;;x
c_dejoheya;Dejoheya;Dejoheya;Dejoheya;;Dejoheya;;;;;;;;;x
c_dejoheya_adj;Dejoheyan;;dejoheer;;;;;;;;;;;x
c_dorala;Dorala;Dorala;Dorala;;Dorala;;;;;;;;;x
c_dorala_adj;Doralan;;doraler;;;;;;;;;;;x
c_egraura;Egraura;Egraura;Egraura;;Egraura;;;;;;;;;x
c_egraura_adj;Egrauran;;egraurer;;;;;;;;;;;x
c_ematti;Ematti;Ematti;Ematti;;Ematti;;;;;;;;;x
c_ematti_adj;Emattian;;ematter;;;;;;;;;;;x
c_esumalay;Esumalay;Esumalay;Esumalay;;Esumalay;;;;;;;;;x
c_esumalay_adj;Esumalaian;;esumalaer;;;;;;;;;;;x
c_kaemeya;Kaemeya;Kaemeya;Kaemeya;;Kaemeya;;;;;;;;;x
c_kaemeya_adj;Kaemeyan;;kaemeer;;;;;;;;;;;x
c_kahkeus;Kahkeus;Kahkeus;Kahkeus;;Kahkeus;;;;;;;;;x
c_kahkeus_adj;Kahkeusian;;kahkeuser;;;;;;;;;;;x
c_kalatti;Kalatti;Kalatti;Kalatti;;Kalatti;;;;;;;;;x
c_kalatti_adj;Kalattian;;kalatter;;;;;;;;;;;x
c_kalaura;Kalaura;Kalaura;Kalaura;;Kalaura;;;;;;;;;x
c_kalaura_adj;Kalauran;;kalaurer;;;;;;;;;;;x
c_kepatti;Kepatti;Kepatti;Kepatti;;Kepatti;;;;;;;;;x
c_kepatti_adj;Kepattian;;kepatter;;;;;;;;;;;x
c_kepaura;Kepaura;Kepaura;Kepaura;;Kepaura;;;;;;;;;x
c_kepaura_adj;Kepauran;;kepaurer;;;;;;;;;;;x
c_ketaura;Ketaura;Ketaura;Ketaura;;Ketaura;;;;;;;;;x
c_ketaura_adj;Ketauran;;ketaurer;;;;;;;;;;;x
c_koraam;Koraam;Koraam;Koraam;;Koraam;;;;;;;;;x
c_koraam_adj;Koraamian;;koraamer;;;;;;;;;;;x
c_koratti;Koratti;Koratti;Koratti;;Koratti;;;;;;;;;x
c_koratti_adj;Korattian;;koratter;;;;;;;;;;;x
c_koreya;Koreya;Koreya;Koreya;;Koreya;;;;;;;;;x
c_koreya_adj;Koreyan;;koreer;;;;;;;;;;;x
c_kutine;Kutine;Kutine;Kutine;;Kutine;;;;;;;;;x
c_kutine_adj;Kutinean;;kutiner;;;;;;;;;;;x
c_lepala;Lepala;Lepala;Lepala;;Lepala;;;;;;;;;x
c_lepala_adj;Lepalan;;lepaler;;;;;;;;;;;x
c_nandev;Nandev;Nandev;Nandev;;Nandev;;;;;;;;;x
c_nandev_adj;Nandevian;;nandever;;;;;;;;;;;x
c_natti;Natti;Natti;Natti;;Natti;;;;;;;;;x
c_natti_adj;Nattian;;natter;;;;;;;;;;;x
c_nausaura;Nausaura;Nausaura;Nausaura;;Nausaura;;;;;;;;;x
c_nausaura_adj;Nausauran;;nausaurer;;;;;;;;;;;x
c_nemeya;Nemeya;Nemeya;Nemeya;;Nemeya;;;;;;;;;x
c_nemeya_adj;Nemeyan;;nemeer;;;;;;;;;;;x
c_netadra;Netadra;Netadra;Netadra;;Netadra;;;;;;;;;x
c_netadra_adj;Netadran;;netadrer;;;;;;;;;;;x
c_nilina;Nilina;Nilina;Nilina;;Nilina;;;;;;;;;x
c_nilina_adj;Nilinan;;niliner;;;;;;;;;;;x
c_nohdal;Nohdal;Nohdal;Nohdal;;Nohdal;;;;;;;;;x
c_nohdal_adj;Nohdalian;;nohdaler;;;;;;;;;;;x
c_qahkaam;Qahkaam;Qahkaam;Qahkaam;;Qahkaam;;;;;;;;;x
c_qahkaam_adj;Qahkaamian;;qahkaamer;;;;;;;;;;;x
c_qoreda;Qoreda;Qoreda;Qoreda;;Qoreda;;;;;;;;;x
c_qoreda_adj;Qoredan;;qoreder;;;;;;;;;;;x
c_raematti;Raematti;Raematti;Raematti;;Raematti;;;;;;;;;x
c_raematti_adj;Raemattian;;raematter;;;;;;;;;;;x
c_rameya;Rameya;Rameya;Rameya;;Rameya;;;;;;;;;x
c_rameya_adj;Rameyan;;rameer;;;;;;;;;;;x
c_reusaura;Reusaura;Reusaura;Reusaura;;Reusaura;;;;;;;;;x
c_reusaura_adj;Reusauran;;reusaurer;;;;;;;;;;;x
c_roradra;Roradra;Roradra;Roradra;;Roradra;;;;;;;;;x
c_roradra_adj;Roradran;;roradrer;;;;;;;;;;;x
c_saam;Saam;Saam;Saam;;Saam;;;;;;;;;x
c_saam_adj;Saamian;;saamer;;;;;;;;;;;x
c_seya;Seya;Seya;Seya;;Seya;;;;;;;;;x
c_seya_adj;Seyan;;seer;;;;;;;;;;;x
c_tahkatti;Tahkatti;Tahkatti;Tahkatti;;Tahkatti;;;;;;;;;x
c_tahkatti_adj;Tahkattian;;tahkatter;;;;;;;;;;;x
c_takabra;Takabra;Takabra;Takabra;;Takabra;;;;;;;;;x
c_takabra_adj;Takabran;;takabrer;;;;;;;;;;;x
c_tandev;Tandev;Tandev;Tandev;;Tandev;;;;;;;;;x
c_tandev_adj;Tandevian;;tandever;;;;;;;;;;;x
c_taureya;Taureya;Taureya;Taureya;;Taureya;;;;;;;;;x
c_taureya_adj;Taureyan;;taureer;;;;;;;;;;;x
c_telia;Telia;Telia;Telia;;Telia;;;;;;;;;x
c_telia_adj;Telian;;teler;;;;;;;;;;;x
c_toradra;Toradra;Toradra;Toradra;;Toradra;;;;;;;;;x
c_toradra_adj;Toradran;;toradrer;;;;;;;;;;;x
c_wemebia;Wemebia;Wemebia;Wemebia;;Wemebia;;;;;;;;;x
c_wemebia_adj;Wemebian;;wemeber;;;;;;;;;;;x
c_worabra;Worabra;Worabra;Worabra;;Worabra;;;;;;;;;x
c_worabra_adj;Worabran;;worabrer;;;;;;;;;;;x
